,term_id,term_rank,term_str,n,num,stop,stem_porter,stem_snowball,stem_lancaster,pos_max,term_rank2,p,zipf_k,zipf_k2,zipf_k3,df,idf,tfidf_sum
10411,2194,10412,chrysoberyl,1,0,0,chrysoberyl,chrysoberyl,chrysoberyl,VB,361,7.057163020465773e-05,10412,361,0.0254763585038814,1,0.47712125471966244,1.1313831728054786e-05
3800,12803,3801,tombs,5,0,0,tomb,tomb,tomb,NNS,357,0.0003528581510232,19005,1785,0.125970359915314,1,0.47712125471966244,1.1313831728054786e-05
10048,12445,10049,tame,1,0,0,tame,tame,tam,VBD,361,7.057163020465773e-05,10049,361,0.0254763585038814,1,0.47712125471966244,1.1313831728054786e-05
10508,4812,10509,finance,1,0,0,financ,financ,fin,NN,361,7.057163020465773e-05,10509,361,0.0254763585038814,1,0.47712125471966244,1.1313831728054786e-05
2311,3023,2312,curse,10,0,0,curs,curs,curs,NN,352,0.0007057163020465,23120,3520,0.2484121383203952,1,0.47712125471966244,1.1313831728054786e-05
7680,4054,7681,eighth,2,0,0,eighth,eighth,eigh,JJ,360,0.0001411432604093,15362,720,0.0508115737473535,1,0.47712125471966244,1.1313831728054786e-05
7699,4211,7700,eneuch,2,0,0,eneuch,eneuch,eneuch,JJ,360,0.0001411432604093,15400,720,0.0508115737473535,1,0.47712125471966244,1.1313831728054786e-05
10590,2414,10591,coma,1,0,0,coma,coma,com,VBD,361,7.057163020465773e-05,10591,361,0.0254763585038814,1,0.47712125471966244,1.1313831728054786e-05
2155,2877,2156,crack,11,0,0,crack,crack,crack,NNS,351,0.0007762879322512,23716,3861,0.2724770642201835,1,0.47712125471966244,1.1313831728054786e-05
2402,7786,2403,melancholy,10,0,0,melancholi,melancholi,melancho,JJ,352,0.0007057163020465,24030,3520,0.2484121383203952,1,0.47712125471966244,1.1313831728054786e-05
4904,1859,4905,careless,3,0,0,careless,careless,careless,VBG,359,0.0002117148906139,14715,1077,0.0760056457304163,1,0.47712125471966244,1.1313831728054786e-05
7596,2766,7597,cordelia,2,0,0,cordelia,cordelia,cordel,JJ,360,0.0001411432604093,15194,720,0.0508115737473535,1,0.47712125471966244,1.1313831728054786e-05
7534,135,7535,abuse,2,0,0,abus,abus,abus,NN,360,0.0001411432604093,15070,720,0.0508115737473535,1,0.47712125471966244,1.1313831728054786e-05
10490,5162,10491,fretted,1,0,0,fret,fret,fret,JJ,361,7.057163020465773e-05,10491,361,0.0254763585038814,1,0.47712125471966244,1.1313831728054786e-05
10657,5138,10658,freed,1,0,0,freed,freed,free,VB,361,7.057163020465773e-05,10658,361,0.0254763585038814,1,0.47712125471966244,1.1313831728054786e-05
10279,2247,10280,clap,1,0,0,clap,clap,clap,NN,361,7.057163020465773e-05,10280,361,0.0254763585038814,1,0.47712125471966244,1.1313831728054786e-05
532,2984,533,cry,63,0,0,cri,cri,cry,NNS,299,0.0044460127028934,33579,18837,1.3293577981651377,1,0.47712125471966244,1.1313831728054786e-05
7940,12013,7941,strangeness,2,0,0,strang,strang,strangeness,NNS,360,0.0001411432604093,15882,720,0.0508115737473535,1,0.47712125471966244,1.1313831728054786e-05
10646,5134,10647,fraught,1,0,0,fraught,fraught,fraught,JJ,361,7.057163020465773e-05,10647,361,0.0254763585038814,1,0.47712125471966244,1.1313831728054786e-05
3897,6677,3898,intimate,5,0,0,intim,intim,intim,JJ,357,0.0003528581510232,19490,1785,0.125970359915314,1,0.47712125471966244,1.1313831728054786e-05
5572,13599,5573,vulgarity,3,0,0,vulgar,vulgar,vulg,VBZ,359,0.0002117148906139,16719,1077,0.0760056457304163,1,0.47712125471966244,1.1313831728054786e-05
292,14014,293,word,131,0,0,word,word,word,NN,232,0.0092448835568101,38383,30392,2.144812985179958,1,0.47712125471966244,1.1313831728054786e-05
289,5737,290,half,134,0,0,half,half,half,NN,230,0.0094565984474241,38860,30820,2.175017642907551,1,0.47712125471966244,1.1313831728054786e-05
13262,6990,13263,knights,1,0,0,knight,knight,knight,JJ,361,7.057163020465773e-05,13263,361,0.0254763585038814,1,0.47712125471966244,1.1313831728054786e-05
13547,6633,13548,intensifies,1,0,0,intensifi,intensifi,intens,JJ,361,7.057163020465773e-05,13548,361,0.0254763585038814,1,0.47712125471966244,1.1313831728054786e-05
5471,3262,5472,definitely,3,0,0,definit,definit,definit,JJS,359,0.0002117148906139,16416,1077,0.0760056457304163,1,0.47712125471966244,1.1313831728054786e-05
13650,6811,13651,jarvies,1,0,0,jarvi,jarvi,jarvy,NN,361,7.057163020465773e-05,13651,361,0.0254763585038814,1,0.47712125471966244,1.1313831728054786e-05
10130,283,10131,advantages,1,0,0,advantag,advantag,adv,NNS,361,7.057163020465773e-05,10131,361,0.0254763585038814,1,0.47712125471966244,1.1313831728054786e-05
2312,13785,2313,wept,10,0,0,wept,wept,wept,NNS,352,0.0007057163020465,23130,3520,0.2484121383203952,1,0.47712125471966244,1.1313831728054786e-05
5639,13617,5640,wainscoting,3,0,0,wainscot,wainscot,wainscot,VBD,359,0.0002117148906139,16920,1077,0.0760056457304163,1,0.47712125471966244,1.1313831728054786e-05
10542,4867,10543,fixin,1,0,0,fixin,fixin,fixin,NNS,361,7.057163020465773e-05,10543,361,0.0254763585038814,1,0.47712125471966244,1.1313831728054786e-05
331,12981,332,tried,112,0,0,tri,tri,tri,JJ,250,0.0079040225829216,37184,28000,1.9760056457304165,1,0.47712125471966244,1.1313831728054786e-05
9903,11742,9904,splutter,1,0,0,splutter,splutter,splutter,VBG,361,7.057163020465773e-05,9904,361,0.0254763585038814,1,0.47712125471966244,1.1313831728054786e-05
13281,7007,13282,knucklebones,1,0,0,knucklebon,knucklebon,knucklebon,VBD,361,7.057163020465773e-05,13282,361,0.0254763585038814,1,0.47712125471966244,1.1313831728054786e-05
10346,2268,10347,cleaned,1,0,0,clean,clean,cle,NN,361,7.057163020465773e-05,10347,361,0.0254763585038814,1,0.47712125471966244,1.1313831728054786e-05
2198,7557,2199,main,11,0,0,main,main,main,NN,351,0.0007762879322512,24189,3861,0.2724770642201835,1,0.47712125471966244,1.1313831728054786e-05
13461,6679,13462,intimidated,1,0,0,intimid,intimid,intimid,JJ,361,7.057163020465773e-05,13462,361,0.0254763585038814,1,0.47712125471966244,1.1313831728054786e-05
13206,1823,13207,canniness,1,0,0,canni,canni,canny,JJ,361,7.057163020465773e-05,13207,361,0.0254763585038814,1,0.47712125471966244,1.1313831728054786e-05
10186,11055,10187,shaded,1,0,0,shade,shade,shad,VBN,361,7.057163020465773e-05,10187,361,0.0254763585038814,1,0.47712125471966244,1.1313831728054786e-05
3628,11891,3629,stealing,5,0,0,steal,steal,ste,NNS,357,0.0003528581510232,18145,1785,0.125970359915314,1,0.47712125471966244,1.1313831728054786e-05
13322,1730,13323,businesslike,1,0,0,businesslik,businesslik,businesslik,JJ,361,7.057163020465773e-05,13323,361,0.0254763585038814,1,0.47712125471966244,1.1313831728054786e-05
7740,248,7741,adjusted,2,0,0,adjust,adjust,adjust,NN,360,0.0001411432604093,15482,720,0.0508115737473535,1,0.47712125471966244,1.1313831728054786e-05
10289,2251,10290,clarin,1,0,0,clarin,clarin,clarin,VBN,361,7.057163020465773e-05,10290,361,0.0254763585038814,1,0.47712125471966244,1.1313831728054786e-05
10253,5307,10254,gartered,1,0,0,garter,garter,gart,VBG,361,7.057163020465773e-05,10254,361,0.0254763585038814,1,0.47712125471966244,1.1313831728054786e-05
10329,5175,10330,frightens,1,0,0,frighten,frighten,fright,VBG,361,7.057163020465773e-05,10330,361,0.0254763585038814,1,0.47712125471966244,1.1313831728054786e-05
4955,6884,4956,joys,3,0,0,joy,joy,joy,NN,359,0.0002117148906139,14868,1077,0.0760056457304163,1,0.47712125471966244,1.1313831728054786e-05
2540,8198,2541,nail,9,0,0,nail,nail,nail,NN,353,0.0006351446718419,22869,3177,0.2242060691601976,1,0.47712125471966244,1.1313831728054786e-05
10443,5405,10444,gilding,1,0,0,gild,gild,gild,NN,361,7.057163020465773e-05,10444,361,0.0254763585038814,1,0.47712125471966244,1.1313831728054786e-05
10188,13120,10189,ud,1,0,0,ud,ud,ud,VB,361,7.057163020465773e-05,10189,361,0.0254763585038814,1,0.47712125471966244,1.1313831728054786e-05
9963,12310,9964,surveyed,1,0,0,survey,survey,survey,VBZ,361,7.057163020465773e-05,9964,361,0.0254763585038814,1,0.47712125471966244,1.1313831728054786e-05
10537,4873,10538,flags,1,0,0,flag,flag,flag,NN,361,7.057163020465773e-05,10538,361,0.0254763585038814,1,0.47712125471966244,1.1313831728054786e-05
8818,10316,8819,resilience,1,0,0,resili,resili,resy,VBD,361,7.057163020465773e-05,8819,361,0.0254763585038814,1,0.47712125471966244,1.1313831728054786e-05
10155,12369,10156,swinger,1,0,0,swinger,swinger,swing,VBN,361,7.057163020465773e-05,10156,361,0.0254763585038814,1,0.47712125471966244,1.1313831728054786e-05
4150,2441,4151,commanding,4,0,0,command,command,command,VB,358,0.0002822865208186,16604,1432,0.1010585744530698,1,0.47712125471966244,1.1313831728054786e-05
1316,5023,1317,force,22,0,0,forc,forc,forc,NN,340,0.0015525758645024,28974,7480,0.5278757939308398,1,0.47712125471966244,1.1313831728054786e-05
1320,7712,1321,mate,22,0,0,mate,mate,mat,NN,340,0.0015525758645024,29062,7480,0.5278757939308398,1,0.47712125471966244,1.1313831728054786e-05
2826,11156,2827,shone,8,0,0,shone,shone,shon,VBD,354,0.0005645730416372,22616,2832,0.1998588567395907,1,0.47712125471966244,1.1313831728054786e-05
80,12588,81,their,546,0,1,their,their,their,CD,81,0.0385321100917431,44226,44226,3.121100917431193,1,0.47712125471966244,1.1313831728054786e-05
11363,2687,11364,contend,1,0,0,contend,contend,contend,JJ,361,7.057163020465773e-05,11364,361,0.0254763585038814,1,0.47712125471966244,1.1313831728054786e-05
6615,11154,6616,shoe,2,0,0,shoe,shoe,sho,NNS,360,0.0001411432604093,13232,720,0.0508115737473535,1,0.47712125471966244,1.1313831728054786e-05
1344,459,1345,although,21,0,0,although,although,although,VBZ,341,0.0014820042342978,28245,7161,0.505363443895554,1,0.47712125471966244,1.1313831728054786e-05
3301,12551,3302,terrified,6,0,0,terrifi,terrifi,terr,VB,356,0.0004234297812279,19812,2136,0.1507410021171489,1,0.47712125471966244,1.1313831728054786e-05
12893,10055,12894,recording,1,0,0,record,record,record,NN,361,7.057163020465773e-05,12894,361,0.0254763585038814,1,0.47712125471966244,1.1313831728054786e-05
12931,10097,12932,referred,1,0,0,refer,refer,refer,NN,361,7.057163020465773e-05,12932,361,0.0254763585038814,1,0.47712125471966244,1.1313831728054786e-05
7061,12997,7062,trips,2,0,0,trip,trip,trip,VBZ,360,0.0001411432604093,14124,720,0.0508115737473535,1,0.47712125471966244,1.1313831728054786e-05
895,2270,896,clear,35,0,0,clear,clear,clear,NN,327,0.002470007057163,31360,11445,0.8076923076923077,1,0.47712125471966244,1.1313831728054786e-05
11876,2449,11877,commisary,1,0,0,commisari,commisari,com,NN,361,7.057163020465773e-05,11877,361,0.0254763585038814,1,0.47712125471966244,1.1313831728054786e-05
11870,4601,11871,faintness,1,0,0,faint,faint,faint,JJ,361,7.057163020465773e-05,11871,361,0.0254763585038814,1,0.47712125471966244,1.1313831728054786e-05
11427,2699,11428,continuous,1,0,0,continu,continu,continu,VBG,361,7.057163020465773e-05,11428,361,0.0254763585038814,1,0.47712125471966244,1.1313831728054786e-05
12674,8699,12675,overcharged,1,0,0,overcharg,overcharg,overcharg,NN,361,7.057163020465773e-05,12675,361,0.0254763585038814,1,0.47712125471966244,1.1313831728054786e-05
8595,11902,8596,steeds,1,0,0,steed,steed,stee,VBD,361,7.057163020465773e-05,8596,361,0.0254763585038814,1,0.47712125471966244,1.1313831728054786e-05
4340,13068,4341,turkish,4,0,0,turkish,turkish,turk,NN,358,0.0002822865208186,17364,1432,0.1010585744530698,1,0.47712125471966244,1.1313831728054786e-05
4395,13250,4396,unkind,4,0,0,unkind,unkind,unkind,VBD,358,0.0002822865208186,17584,1432,0.1010585744530698,1,0.47712125471966244,1.1313831728054786e-05
1287,10792,1288,scarlet,22,0,0,scarlet,scarlet,scarlet,VB,340,0.0015525758645024,28336,7480,0.5278757939308398,1,0.47712125471966244,1.1313831728054786e-05
4257,2388,4258,collapse,4,0,0,collaps,collaps,collaps,JJ,358,0.0002822865208186,17032,1432,0.1010585744530698,1,0.47712125471966244,1.1313831728054786e-05
2798,10894,2799,seal,8,0,0,seal,seal,seal,NNS,354,0.0005645730416372,22392,2832,0.1998588567395907,1,0.47712125471966244,1.1313831728054786e-05
680,4822,681,fingers,48,0,0,finger,finger,fing,NNS,314,0.0033874382498235,32688,15072,1.063655610444601,1,0.47712125471966244,1.1313831728054786e-05
2787,6536,2788,injured,8,0,0,injur,injur,ind,NNS,354,0.0005645730416372,22304,2832,0.1998588567395907,1,0.47712125471966244,1.1313831728054786e-05
8672,12019,8673,strangler,1,0,0,strangler,strangler,strangler,NNS,361,7.057163020465773e-05,8673,361,0.0254763585038814,1,0.47712125471966244,1.1313831728054786e-05
11252,3422,11253,detain,1,0,0,detain,detain,detain,NNS,361,7.057163020465773e-05,11253,361,0.0254763585038814,1,0.47712125471966244,1.1313831728054786e-05
4413,9547,4414,preying,4,0,0,prey,prey,prey,JJ,358,0.0002822865208186,17656,1432,0.1010585744530698,1,0.47712125471966244,1.1313831728054786e-05
2796,10907,2797,season,8,0,0,season,season,season,JJ,354,0.0005645730416372,22376,2832,0.1998588567395907,1,0.47712125471966244,1.1313831728054786e-05
12049,3750,12050,dooal,1,0,0,dooal,dooal,doo,NN,361,7.057163020465773e-05,12050,361,0.0254763585038814,1,0.47712125471966244,1.1313831728054786e-05
12596,8726,12597,overturned,1,0,0,overturn,overturn,overturn,NN,361,7.057163020465773e-05,12597,361,0.0254763585038814,1,0.47712125471966244,1.1313831728054786e-05
4760,4357,4761,estimate,4,0,0,estim,estim,estim,JJ,358,0.0002822865208186,19044,1432,0.1010585744530698,1,0.47712125471966244,1.1313831728054786e-05
4625,147,4626,accents,4,0,0,accent,accent,acc,NN,358,0.0002822865208186,18504,1432,0.1010585744530698,1,0.47712125471966244,1.1313831728054786e-05
5896,10071,5897,redder,3,0,0,redder,redder,red,NN,359,0.0002117148906139,17691,1077,0.0760056457304163,1,0.47712125471966244,1.1313831728054786e-05
9439,11447,9440,smacking,1,0,0,smack,smack,smack,VBD,361,7.057163020465773e-05,9440,361,0.0254763585038814,1,0.47712125471966244,1.1313831728054786e-05
11302,3328,11303,denounce,1,0,0,denounc,denounc,denount,NN,361,7.057163020465773e-05,11303,361,0.0254763585038814,1,0.47712125471966244,1.1313831728054786e-05
12949,9474,12950,predeceasing,1,0,0,predeceas,predeceas,predeceas,NN,361,7.057163020465773e-05,12950,361,0.0254763585038814,1,0.47712125471966244,1.1313831728054786e-05
12938,10087,12939,reeds,1,0,0,reed,reed,ree,VB,361,7.057163020465773e-05,12939,361,0.0254763585038814,1,0.47712125471966244,1.1313831728054786e-05
4743,7045,4744,ladder,4,0,0,ladder,ladder,lad,JJ,358,0.0002822865208186,18976,1432,0.1010585744530698,1,0.47712125471966244,1.1313831728054786e-05
5110,12374,5111,swirling,3,0,0,swirl,swirl,swirl,NN,359,0.0002117148906139,15333,1077,0.0760056457304163,1,0.47712125471966244,1.1313831728054786e-05
4742,2963,4743,crowned,4,0,0,crown,crown,crown,JJ,358,0.0002822865208186,18972,1432,0.1010585744530698,1,0.47712125471966244,1.1313831728054786e-05
1392,1492,1393,bow,20,0,0,bow,bow,bow,NN,342,0.0014114326040931,27860,6840,0.4827099505998589,1,0.47712125471966244,1.1313831728054786e-05
12867,10210,12868,reminder,1,0,0,remind,remind,remind,VBD,361,7.057163020465773e-05,12868,361,0.0254763585038814,1,0.47712125471966244,1.1313831728054786e-05
12863,10215,12864,remissness,1,0,0,remiss,remiss,remiss,NNS,361,7.057163020465773e-05,12864,361,0.0254763585038814,1,0.47712125471966244,1.1313831728054786e-05
9206,12876,9207,traded,1,0,0,trade,trade,trad,JJ,361,7.057163020465773e-05,9207,361,0.0254763585038814,1,0.47712125471966244,1.1313831728054786e-05
6858,8999,6859,penny,2,0,0,penni,penni,penny,NN,360,0.0001411432604093,13718,720,0.0508115737473535,1,0.47712125471966244,1.1313831728054786e-05
146,12623,147,things,313,0,0,thing,thing,thing,NN,138,0.0220889202540578,46011,43194,3.048270995059986,1,0.47712125471966244,1.1313831728054786e-05
8462,13505,8463,vieille,1,0,0,vieill,vieill,vieil,NNS,361,7.057163020465773e-05,8463,361,0.0254763585038814,1,0.47712125471966244,1.1313831728054786e-05
6039,5289,6040,gardener,3,0,0,garden,garden,gard,JJ,359,0.0002117148906139,18120,1077,0.0760056457304163,1,0.47712125471966244,1.1313831728054786e-05
6771,11716,6772,spin,2,0,0,spin,spin,spin,VBN,360,0.0001411432604093,13544,720,0.0508115737473535,1,0.47712125471966244,1.1313831728054786e-05
9254,12830,9255,topsyturvy,1,0,0,topsyturvi,topsyturvi,topsyturvy,NN,361,7.057163020465773e-05,9255,361,0.0254763585038814,1,0.47712125471966244,1.1313831728054786e-05
1534,12692,1535,thrown,18,0,0,thrown,thrown,thrown,NNS,344,0.0012702893436838,27630,6192,0.4369795342272407,1,0.47712125471966244,1.1313831728054786e-05
11735,4314,11736,equeries,1,0,0,equeri,equeri,equery,NN,361,7.057163020465773e-05,11736,361,0.0254763585038814,1,0.47712125471966244,1.1313831728054786e-05
8476,201,8477,acres,1,0,0,acr,acr,acr,VBG,361,7.057163020465773e-05,8477,361,0.0254763585038814,1,0.47712125471966244,1.1313831728054786e-05
8401,912,8402,authorisation,1,0,0,authoris,authoris,auth,NN,361,7.057163020465773e-05,8402,361,0.0254763585038814,1,0.47712125471966244,1.1313831728054786e-05
829,4489,830,expected,39,0,0,expect,expect,expect,VB,323,0.0027522935779816,32370,12597,0.8889908256880734,1,0.47712125471966244,1.1313831728054786e-05
5075,6223,5076,husbandman,3,0,0,husbandman,husbandman,husbandm,JJ,359,0.0002117148906139,15228,1077,0.0760056457304163,1,0.47712125471966244,1.1313831728054786e-05
135,13100,136,two,330,0,0,two,two,two,NN,128,0.023288637967537,44880,42240,2.9809456598447426,1,0.47712125471966244,1.1313831728054786e-05
11718,2671,11719,consumes,1,0,0,consum,consum,consum,VBG,361,7.057163020465773e-05,11719,361,0.0254763585038814,1,0.47712125471966244,1.1313831728054786e-05
9210,476,9211,ambitions,1,0,0,ambit,ambit,ambit,NN,361,7.057163020465773e-05,9211,361,0.0254763585038814,1,0.47712125471966244,1.1313831728054786e-05
9233,374,9234,ahint,1,0,0,ahint,ahint,ahint,NNS,361,7.057163020465773e-05,9234,361,0.0254763585038814,1,0.47712125471966244,1.1313831728054786e-05
6801,1221,6802,beneficial,2,0,0,benefici,benefici,benef,NN,360,0.0001411432604093,13604,720,0.0508115737473535,1,0.47712125471966244,1.1313831728054786e-05
11701,3170,11702,deaf,1,0,0,deaf,deaf,deaf,NN,361,7.057163020465773e-05,11702,361,0.0254763585038814,1,0.47712125471966244,1.1313831728054786e-05
8440,10775,8441,scales,1,0,0,scale,scale,scal,VBD,361,7.057163020465773e-05,8441,361,0.0254763585038814,1,0.47712125471966244,1.1313831728054786e-05
4699,6915,4700,justice,4,0,0,justic,justic,just,JJ,358,0.0002822865208186,18800,1432,0.1010585744530698,1,0.47712125471966244,1.1313831728054786e-05
4281,11082,4282,shared,4,0,0,share,share,shar,NN,358,0.0002822865208186,17128,1432,0.1010585744530698,1,0.47712125471966244,1.1313831728054786e-05
6041,9635,6042,prolonging,2,0,0,prolong,prolong,prolong,JJ,360,0.0001411432604093,12084,720,0.0508115737473535,1,0.47712125471966244,1.1313831728054786e-05
11822,4264,11823,entertained,1,0,0,entertain,entertain,entertain,NNS,361,7.057163020465773e-05,11823,361,0.0254763585038814,1,0.47712125471966244,1.1313831728054786e-05
11819,4270,11820,enthralls,1,0,0,enthral,enthral,enthral,NNS,361,7.057163020465773e-05,11820,361,0.0254763585038814,1,0.47712125471966244,1.1313831728054786e-05
4169,5451,4170,gleams,4,0,0,gleam,gleam,gleam,JJ,358,0.0002822865208186,16680,1432,0.1010585744530698,1,0.47712125471966244,1.1313831728054786e-05
1413,4391,1414,evident,20,0,0,evid,evid,evid,NN,342,0.0014114326040931,28280,6840,0.4827099505998589,1,0.47712125471966244,1.1313831728054786e-05
13872,8162,13873,muscle,1,0,0,muscl,muscl,musc,RB,361,7.057163020465773e-05,13873,361,0.0254763585038814,1,0.47712125471966244,1.1313831728054786e-05
4313,5228,4314,furnace,4,0,0,furnac,furnac,furnac,JJ,358,0.0002822865208186,17256,1432,0.1010585744530698,1,0.47712125471966244,1.1313831728054786e-05
12706,9935,12707,rarity,1,0,0,rariti,rariti,rar,NNS,361,7.057163020465773e-05,12707,361,0.0254763585038814,1,0.47712125471966244,1.1313831728054786e-05
11789,4221,11790,engines,1,0,0,engin,engin,engin,VBG,361,7.057163020465773e-05,11790,361,0.0254763585038814,1,0.47712125471966244,1.1313831728054786e-05
5970,11025,5971,servile,3,0,0,servil,servil,servil,RB,359,0.0002117148906139,17913,1077,0.0760056457304163,1,0.47712125471966244,1.1313831728054786e-05
2884,326,2885,afore,8,0,0,afor,afor,af,JJ,354,0.0005645730416372,23080,2832,0.1998588567395907,1,0.47712125471966244,1.1313831728054786e-05
13892,1516,13893,bracket,1,0,0,bracket,bracket,bracket,VB,361,7.057163020465773e-05,13893,361,0.0254763585038814,1,0.47712125471966244,1.1313831728054786e-05
11572,2954,11573,crouch,1,0,0,crouch,crouch,crouch,NN,361,7.057163020465773e-05,11573,361,0.0254763585038814,1,0.47712125471966244,1.1313831728054786e-05
11782,4230,11783,enigmatical,1,0,0,enigmat,enigmat,enigm,NN,361,7.057163020465773e-05,11783,361,0.0254763585038814,1,0.47712125471966244,1.1313831728054786e-05
4199,4431,4200,exchange,4,0,0,exchang,exchang,exchang,JJ,358,0.0002822865208186,16800,1432,0.1010585744530698,1,0.47712125471966244,1.1313831728054786e-05
11769,2531,11770,concentrate,1,0,0,concentr,concentr,cont,VBN,361,7.057163020465773e-05,11770,361,0.0254763585038814,1,0.47712125471966244,1.1313831728054786e-05
13973,7673,13974,martyniere,1,0,0,martynier,martynier,martyny,VBN,361,7.057163020465773e-05,13974,361,0.0254763585038814,1,0.47712125471966244,1.1313831728054786e-05
839,1165,840,begin,38,0,0,begin,begin,begin,NN,324,0.0026817219477769,31920,12312,0.868877911079746,1,0.47712125471966244,1.1313831728054786e-05
9001,12126,9002,subaltern,1,0,0,subaltern,subaltern,subaltern,NN,361,7.057163020465773e-05,9002,361,0.0254763585038814,1,0.47712125471966244,1.1313831728054786e-05
677,1888,678,carried,49,0,0,carri,carri,carry,NN,313,0.0034580098800282,33222,15337,1.0823570924488355,1,0.47712125471966244,1.1313831728054786e-05
7217,5551,7218,grandeur,2,0,0,grandeur,grandeur,grand,VB,360,0.0001411432604093,14436,720,0.0508115737473535,1,0.47712125471966244,1.1313831728054786e-05
5818,8610,5819,orchard,3,0,0,orchard,orchard,orchard,JJ,359,0.0002117148906139,17457,1077,0.0760056457304163,1,0.47712125471966244,1.1313831728054786e-05
8040,1914,8041,casino,2,0,0,casino,casino,casino,JJ,360,0.0001411432604093,16082,720,0.0508115737473535,1,0.47712125471966244,1.1313831728054786e-05
4509,1775,4510,cage,4,0,0,cage,cage,cag,JJ,358,0.0002822865208186,18040,1432,0.1010585744530698,1,0.47712125471966244,1.1313831728054786e-05
6385,8690,6386,outwards,2,0,0,outward,outward,outward,NN,360,0.0001411432604093,12772,720,0.0508115737473535,1,0.47712125471966244,1.1313831728054786e-05
257,10067,258,red,157,0,0,red,red,red,NNS,213,0.0110797459421312,40506,33441,2.359985885673959,1,0.47712125471966244,1.1313831728054786e-05
8054,2066,8055,charitable,2,0,0,charit,charit,charit,NN,360,0.0001411432604093,16110,720,0.0508115737473535,1,0.47712125471966244,1.1313831728054786e-05
2006,6995,2007,knocked,13,0,0,knock,knock,knock,NNS,349,0.0009174311926605,26091,4537,0.3201834862385321,1,0.47712125471966244,1.1313831728054786e-05
10897,6534,10898,injunctions,1,0,0,injunct,injunct,injunct,NNS,361,7.057163020465773e-05,10898,361,0.0254763585038814,1,0.47712125471966244,1.1313831728054786e-05
1006,13987,1007,woke,31,0,0,woke,woke,wok,NN,331,0.0021877205363443,31217,10261,0.724135497529993,1,0.47712125471966244,1.1313831728054786e-05
3554,11927,3555,sterilise,6,0,0,sterilis,sterilis,steril,JJ,356,0.0004234297812279,21330,2136,0.1507410021171489,1,0.47712125471966244,1.1313831728054786e-05
10840,2013,10841,chafts,1,0,0,chaft,chaft,chaft,NNS,361,7.057163020465773e-05,10841,361,0.0254763585038814,1,0.47712125471966244,1.1313831728054786e-05
1143,11075,1144,shame,26,0,0,shame,shame,sham,NN,336,0.0018348623853211,29744,8736,0.6165137614678899,1,0.47712125471966244,1.1313831728054786e-05
34,13808,35,when,1260,0,1,when,when,when,CD,35,0.0889202540578687,44100,44100,3.112208892025406,1,0.47712125471966244,1.1313831728054786e-05
8753,602,8754,apologetic,1,0,0,apologet,apologet,apologet,VBN,361,7.057163020465773e-05,8754,361,0.0254763585038814,1,0.47712125471966244,1.1313831728054786e-05
9719,13279,9720,unparalleled,1,0,0,unparallel,unparallel,unparallel,JJ,361,7.057163020465773e-05,9720,361,0.0254763585038814,1,0.47712125471966244,1.1313831728054786e-05
609,10506,610,road,54,0,0,road,road,road,NN,308,0.0038108680310515,32940,16632,1.1737473535638674,1,0.47712125471966244,1.1313831728054786e-05
612,8375,613,note,54,0,0,note,note,not,NN,308,0.0038108680310515,33102,16632,1.1737473535638674,1,0.47712125471966244,1.1313831728054786e-05
1164,11305,1165,sing,26,0,0,sing,sing,sing,VBG,336,0.0018348623853211,30290,8736,0.6165137614678899,1,0.47712125471966244,1.1313831728054786e-05
10949,6345,10950,implication,1,0,0,implic,implic,imply,NNS,361,7.057163020465773e-05,10950,361,0.0254763585038814,1,0.47712125471966244,1.1313831728054786e-05
13689,8060,13690,moralize,1,0,0,moral,moral,mor,JJ,361,7.057163020465773e-05,13690,361,0.0254763585038814,1,0.47712125471966244,1.1313831728054786e-05
12308,8934,12309,paucity,1,0,0,pauciti,pauciti,pauc,VBG,361,7.057163020465773e-05,12309,361,0.0254763585038814,1,0.47712125471966244,1.1313831728054786e-05
1248,7247,1249,level,23,0,0,level,level,level,VBD,339,0.0016231474947071,28727,7797,0.5502470007057163,1,0.47712125471966244,1.1313831728054786e-05
12379,1240,12380,beseech,1,0,0,beseech,beseech,beseech,JJ,361,7.057163020465773e-05,12380,361,0.0254763585038814,1,0.47712125471966244,1.1313831728054786e-05
12416,9088,12417,petition,1,0,0,petit,petit,petit,NN,361,7.057163020465773e-05,12417,361,0.0254763585038814,1,0.47712125471966244,1.1313831728054786e-05
3950,4819,3951,finest,5,0,0,finest,finest,finest,VBG,357,0.0003528581510232,19755,1785,0.125970359915314,1,0.47712125471966244,1.1313831728054786e-05
12453,8836,12454,paraphernalia,1,0,0,paraphernalia,paraphernalia,paraphernal,NNS,361,7.057163020465773e-05,12454,361,0.0254763585038814,1,0.47712125471966244,1.1313831728054786e-05
6264,10411,6265,revive,2,0,0,reviv,reviv,rev,JJ,360,0.0001411432604093,12530,720,0.0508115737473535,1,0.47712125471966244,1.1313831728054786e-05
4544,7372,4545,lobby,4,0,0,lobbi,lobbi,lobby,VBD,358,0.0002822865208186,18180,1432,0.1010585744530698,1,0.47712125471966244,1.1313831728054786e-05
8788,14153,8789,z,1,0,0,z,z,z,NNS,361,7.057163020465773e-05,8789,361,0.0254763585038814,1,0.47712125471966244,1.1313831728054786e-05
6289,7303,6290,limpid,2,0,0,limpid,limpid,limpid,JJ,360,0.0001411432604093,12580,720,0.0508115737473535,1,0.47712125471966244,1.1313831728054786e-05
